_ws.col.No.,_ws.col.Time,timestamp,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.ack,tcp.seq,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.options.mptcp.rawdataseqno,tcp.window_size,tcp.len,tcp.hdr_len,tcp.analysis.lost_segment,tcp.analysis.ack_rtt,tcp.analysis.retransmission,tcp.analysis.fast_retransmission,tcp.analysis.spurious_retransmission,tcp.analysis.bytes_in_flight
8735,2017-12-22 15:21:51.454884729,1513927311.4548848,192.168.82.72,222.29.98.225,TCP,59027,40002,347948956,3156777493,0,1,0,0,,3145728,0,32,,0.000038976,,,,
8736,2017-12-22 15:21:51.454890173,1513927311.4548903,192.168.82.72,222.29.98.225,TCP,59027,40002,347951672,3156777493,0,1,0,0,,3145728,0,32,,0.000026969,,,,
8737,2017-12-22 15:21:51.456784310,1513927311.4567842,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347951672,0,1,0,0,,29056,1358,32,,,,,,1358
8738,2017-12-22 15:21:51.456784800,1513927311.4567847,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347953030,0,1,0,0,,29056,1358,32,,,,,,2716
8739,2017-12-22 15:21:51.456784976,1513927311.456785,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347954388,0,1,0,0,,29056,1358,32,,,,,,4074
8740,2017-12-22 15:21:51.456820070,1513927311.45682,192.168.82.72,222.29.98.225,TCP,59027,40002,347954388,3156777493,0,1,0,0,,3145728,0,32,,0.000035270,,,,
8741,2017-12-22 15:21:51.458968212,1513927311.4589682,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347955746,0,1,0,0,,29056,1358,32,,,,,,2716
8742,2017-12-22 15:21:51.458968613,1513927311.4589686,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347957104,0,1,0,0,,29056,1358,32,,,,,,4074
8743,2017-12-22 15:21:51.458968787,1513927311.4589689,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347958462,0,1,0,0,,29056,1358,32,,,,,,5432
8744,2017-12-22 15:21:51.458988498,1513927311.4589884,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347959820,0,1,0,0,,29056,1358,32,,,,,,6790
8745,2017-12-22 15:21:51.459006206,1513927311.4590063,192.168.82.72,222.29.98.225,TCP,59027,40002,347957104,3156777493,0,1,0,0,,3145728,0,32,,0.000037994,,,,
8746,2017-12-22 15:21:51.459012194,1513927311.4590123,192.168.82.72,222.29.98.225,TCP,59027,40002,347959820,3156777493,0,1,0,0,,3145728,0,32,,0.000043407,,,,
8747,2017-12-22 15:21:51.460949675,1513927311.4609497,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347961178,0,1,0,0,,29056,1358,32,,,,,,2716
8748,2017-12-22 15:21:51.460950102,1513927311.4609501,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347962536,0,1,0,0,,29056,1358,32,,,,,,4074
8749,2017-12-22 15:21:51.460950453,1513927311.4609504,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347963894,0,1,0,0,,29056,1358,32,,,,,,5432
8750,2017-12-22 15:21:51.460986050,1513927311.4609861,192.168.82.72,222.29.98.225,TCP,59027,40002,347962536,3156777493,0,1,0,0,,3145728,0,32,,0.000036375,,,,
8751,2017-12-22 15:21:51.460992303,1513927311.4609923,192.168.82.72,222.29.98.225,TCP,59027,40002,347965252,3156777493,0,1,0,0,,3145728,0,32,,0.000041850,,,,
8752,2017-12-22 15:21:51.462865934,1513927311.4628658,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347965252,0,1,0,0,,29056,1358,32,,,,,,1358
8753,2017-12-22 15:21:51.462866351,1513927311.4628663,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347966610,0,1,0,0,,29056,1358,32,,,,,,2716
8754,2017-12-22 15:21:51.462866526,1513927311.4628665,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347967968,0,1,0,0,,29056,1358,32,,,,,,4074
8755,2017-12-22 15:21:51.462901180,1513927311.462901,192.168.82.72,222.29.98.225,TCP,59027,40002,347967968,3156777493,0,1,0,0,,3145728,0,32,,0.000034829,,,,
8756,2017-12-22 15:21:51.465720068,1513927311.4657202,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347969326,0,1,0,0,,29056,1358,32,,,,,,2716
8757,2017-12-22 15:21:51.465720509,1513927311.4657204,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347970684,0,1,0,0,,29056,1358,32,,,,,,4074
8758,2017-12-22 15:21:51.465720675,1513927311.4657207,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347972042,0,1,0,0,,29056,1358,32,,,,,,5432
8759,2017-12-22 15:21:51.465755169,1513927311.4657552,192.168.82.72,222.29.98.225,TCP,59027,40002,347970684,3156777493,0,1,0,0,,3145728,0,32,,0.000035101,,,,
8760,2017-12-22 15:21:51.465761971,1513927311.465762,192.168.82.72,222.29.98.225,TCP,59027,40002,347973400,3156777493,0,1,0,0,,3145728,0,32,,0.000041296,,,,
8761,2017-12-22 15:21:51.469098412,1513927311.4690983,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347973400,0,1,0,0,,29056,1358,32,,,,,,1358
8762,2017-12-22 15:21:51.469114540,1513927311.4691145,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347977474,0,1,0,0,,29056,1358,32,1,,,,,
8763,2017-12-22 15:21:51.469098851,1513927311.4690988,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347974758,0,1,0,0,,29056,1358,32,,,1,,,
8764,2017-12-22 15:21:51.469099026,1513927311.469099,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347976116,0,1,0,0,,29056,1358,32,,,1,,,
8765,2017-12-22 15:21:51.469138229,1513927311.4691381,192.168.82.72,222.29.98.225,TCP,59027,40002,347974758,3156777493,0,1,0,0,,3144704,0,44,,0.000039817,,,,
8766,2017-12-22 15:21:51.469143572,1513927311.4691436,192.168.82.72,222.29.98.225,TCP,59027,40002,347976116,3156777493,0,1,0,0,,3144704,0,44,,0.000044721,,,,
8767,2017-12-22 15:21:51.469145958,1513927311.469146,192.168.82.72,222.29.98.225,TCP,59027,40002,347978832,3156777493,0,1,0,0,,3144704,0,32,,0.000031418,,,,
8768,2017-12-22 15:21:51.472867317,1513927311.4728673,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347978832,0,1,0,0,,29056,1358,32,,,,,,1358
8769,2017-12-22 15:21:51.472867727,1513927311.4728677,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347980190,0,1,0,0,,29056,1358,32,,,,,,2716
8770,2017-12-22 15:21:51.472868009,1513927311.472868,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347981548,0,1,0,0,,29056,1358,32,,,,,,4074
8771,2017-12-22 15:21:51.472902535,1513927311.4729025,192.168.82.72,222.29.98.225,TCP,59027,40002,347980190,3156777493,0,1,0,0,,3145728,0,32,,0.000035218,,,,
8772,2017-12-22 15:21:51.472907937,1513927311.472908,192.168.82.72,222.29.98.225,TCP,59027,40002,347981548,3156777493,0,1,0,0,,3145728,0,32,,0.000040210,,,,
8773,2017-12-22 15:21:51.472911005,1513927311.4729111,192.168.82.72,222.29.98.225,TCP,59027,40002,347982906,3156777493,0,1,0,0,,3145728,0,32,,0.000042996,,,,
8774,2017-12-22 15:21:51.475716590,1513927311.4757166,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347982906,0,1,0,0,,29056,1358,32,,,,,,1358
8775,2017-12-22 15:21:51.475716990,1513927311.475717,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347984264,0,1,0,0,,29056,1358,32,,,,,,2716
8776,2017-12-22 15:21:51.475717279,1513927311.4757173,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347985622,0,1,0,0,,29056,1358,32,,,,,,4074
8777,2017-12-22 15:21:51.475751909,1513927311.4757519,192.168.82.72,222.29.98.225,TCP,59027,40002,347984264,3156777493,0,1,0,0,,3145728,0,32,,0.000035319,,,,
8778,2017-12-22 15:21:51.475756879,1513927311.475757,192.168.82.72,222.29.98.225,TCP,59027,40002,347985622,3156777493,0,1,0,0,,3145728,0,32,,0.000039889,,,,
8779,2017-12-22 15:21:51.475759234,1513927311.4757593,192.168.82.72,222.29.98.225,TCP,59027,40002,347986980,3156777493,0,1,0,0,,3145728,0,32,,0.000041955,,,,
8780,2017-12-22 15:21:51.477821057,1513927311.477821,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347986980,0,1,0,0,,29056,1358,32,,,,,,1358
8781,2017-12-22 15:21:51.477821566,1513927311.4778216,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347988338,0,1,0,0,,29056,1358,32,,,,,,2716
8782,2017-12-22 15:21:51.477821762,1513927311.4778218,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347989696,0,1,0,0,,29056,1358,32,,,,,,4074
8783,2017-12-22 15:21:51.477856373,1513927311.4778564,192.168.82.72,222.29.98.225,TCP,59027,40002,347988338,3156777493,0,1,0,0,,3145728,0,32,,0.000035316,,,,
8784,2017-12-22 15:21:51.477861577,1513927311.4778616,192.168.82.72,222.29.98.225,TCP,59027,40002,347989696,3156777493,0,1,0,0,,3145728,0,32,,0.000040011,,,,
8785,2017-12-22 15:21:51.477864327,1513927311.4778643,192.168.82.72,222.29.98.225,TCP,59027,40002,347991054,3156777493,0,1,0,0,,3145728,0,32,,0.000042565,,,,
8786,2017-12-22 15:21:51.479847419,1513927311.4798474,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347991054,0,1,0,0,,29056,1358,32,,,,,,1358
8787,2017-12-22 15:21:51.479847988,1513927311.479848,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347992412,0,1,0,0,,29056,1358,32,,,,,,2716
8788,2017-12-22 15:21:51.479848161,1513927311.4798481,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347993770,0,1,0,0,,29056,1358,32,,,,,,4074
8789,2017-12-22 15:21:51.479881677,1513927311.4798818,192.168.82.72,222.29.98.225,TCP,59027,40002,347992412,3156777493,0,1,0,0,,3145728,0,32,,0.000034258,,,,
8790,2017-12-22 15:21:51.479886979,1513927311.479887,192.168.82.72,222.29.98.225,TCP,59027,40002,347993770,3156777493,0,1,0,0,,3145728,0,32,,0.000038991,,,,
8791,2017-12-22 15:21:51.479889655,1513927311.4798896,192.168.82.72,222.29.98.225,TCP,59027,40002,347995128,3156777493,0,1,0,0,,3145728,0,32,,0.000041494,,,,
8792,2017-12-22 15:21:51.481764804,1513927311.4817648,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347995128,0,1,0,0,,29056,1358,32,,,,,,1358
8793,2017-12-22 15:21:51.481765418,1513927311.4817655,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347996486,0,1,0,0,,29056,1358,32,,,,,,2716
8794,2017-12-22 15:21:51.481765606,1513927311.4817655,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347997844,0,1,0,0,,29056,1358,32,,,,,,4074
8795,2017-12-22 15:21:51.481800601,1513927311.4818006,192.168.82.72,222.29.98.225,TCP,59027,40002,347996486,3156777493,0,1,0,0,,3145728,0,32,,0.000035797,,,,
8796,2017-12-22 15:21:51.481806729,1513927311.4818068,192.168.82.72,222.29.98.225,TCP,59027,40002,347999202,3156777493,0,1,0,0,,3145728,0,32,,0.000041123,,,,
8797,2017-12-22 15:21:51.483863879,1513927311.4838638,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,347999202,0,1,0,0,,29056,1358,32,,,,,,1358
8798,2017-12-22 15:21:51.483875986,1513927311.483876,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348003276,0,1,0,0,,29056,1358,32,1,,,,,
8799,2017-12-22 15:21:51.483864278,1513927311.4838643,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348000560,0,1,0,0,,29056,1358,32,,,1,,,
8800,2017-12-22 15:21:51.483864559,1513927311.4838645,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348001918,0,1,0,0,,29056,1358,32,,,1,,,
8801,2017-12-22 15:21:51.483900853,1513927311.4839008,192.168.82.72,222.29.98.225,TCP,59027,40002,348000560,3156777493,0,1,0,0,,3144704,0,44,,0.000036974,,,,
8802,2017-12-22 15:21:51.483906574,1513927311.4839065,192.168.82.72,222.29.98.225,TCP,59027,40002,348001918,3156777493,0,1,0,0,,3144704,0,44,,0.000042296,,,,
8803,2017-12-22 15:21:51.483909579,1513927311.4839096,192.168.82.72,222.29.98.225,TCP,59027,40002,348004634,3156777493,0,1,0,0,,3144704,0,32,,0.000033593,,,,
8804,2017-12-22 15:21:51.485654023,1513927311.485654,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348004634,0,1,0,0,,29056,1358,32,,,,,,1358
8805,2017-12-22 15:21:51.485654566,1513927311.4856546,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348005992,0,1,0,0,,29056,1358,32,,,,,,2716
8806,2017-12-22 15:21:51.485654827,1513927311.4856548,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348007350,0,1,0,0,,29056,1358,32,,,,,,4074
8807,2017-12-22 15:21:51.485701802,1513927311.4857018,192.168.82.72,222.29.98.225,TCP,59027,40002,348005992,3156777493,0,1,0,0,,3145728,0,32,,0.000047779,,,,
8808,2017-12-22 15:21:51.485709347,1513927311.4857094,192.168.82.72,222.29.98.225,TCP,59027,40002,348007350,3156777493,0,1,0,0,,3145728,0,32,,0.000054781,,,,
8809,2017-12-22 15:21:51.485712726,1513927311.4857128,192.168.82.72,222.29.98.225,TCP,59027,40002,348008708,3156777493,0,1,0,0,,3145728,0,32,,0.000057899,,,,
8810,2017-12-22 15:21:51.487904550,1513927311.4879045,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348008708,0,1,0,0,,29056,1358,32,,,,,,1358
8811,2017-12-22 15:21:51.487905273,1513927311.4879053,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348010066,0,1,0,0,,29056,1358,32,,,,,,2716
8812,2017-12-22 15:21:51.487905546,1513927311.4879055,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348011424,0,1,0,0,,29056,1358,32,,,,,,4074
8813,2017-12-22 15:21:51.487953554,1513927311.4879537,192.168.82.72,222.29.98.225,TCP,59027,40002,348010066,3156777493,0,1,0,0,,3145728,0,32,,0.000049004,,,,
8814,2017-12-22 15:21:51.487961627,1513927311.4879615,192.168.82.72,222.29.98.225,TCP,59027,40002,348011424,3156777493,0,1,0,0,,3145728,0,32,,0.000056354,,,,
8815,2017-12-22 15:21:51.487965661,1513927311.4879656,192.168.82.72,222.29.98.225,TCP,59027,40002,348012782,3156777493,0,1,0,0,,3145728,0,32,,0.000060115,,,,
8816,2017-12-22 15:21:51.491067855,1513927311.491068,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348012782,0,1,0,0,,29056,1358,32,,,,,,1358
8817,2017-12-22 15:21:51.491068629,1513927311.4910686,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348014140,0,1,0,0,,29056,1358,32,,,,,,2716
8818,2017-12-22 15:21:51.491068882,1513927311.4910688,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348015498,0,1,0,0,,29056,1358,32,,,,,,4074
8819,2017-12-22 15:21:51.491069157,1513927311.491069,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348016856,0,1,0,0,,29056,1358,32,,,,,,5432
8820,2017-12-22 15:21:51.491116474,1513927311.4911165,192.168.82.72,222.29.98.225,TCP,59027,40002,348014140,3156777493,0,1,0,0,,3145728,0,32,,0.000048619,,,,
8821,2017-12-22 15:21:51.491124477,1513927311.4911244,192.168.82.72,222.29.98.225,TCP,59027,40002,348015498,3156777493,0,1,0,0,,3145728,0,32,,0.000055848,,,,
8822,2017-12-22 15:21:51.491128907,1513927311.491129,192.168.82.72,222.29.98.225,TCP,59027,40002,348016856,3156777493,0,1,0,0,,3144704,0,32,,0.000060025,,,,
8823,2017-12-22 15:21:51.491133482,1513927311.4911335,192.168.82.72,222.29.98.225,TCP,59027,40002,348018214,3156777493,0,1,0,0,,3143680,0,32,,0.000064325,,,,
8824,2017-12-22 15:21:51.493817252,1513927311.4938173,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348018214,0,1,0,0,,29056,1358,32,,,,,,1358
8825,2017-12-22 15:21:51.493818255,1513927311.4938183,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348019572,0,1,0,0,,29056,1358,32,,,,,,2716
8826,2017-12-22 15:21:51.493818703,1513927311.4938188,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348020930,0,1,0,0,,29056,1358,32,,,,,,4074
8827,2017-12-22 15:21:51.493866076,1513927311.493866,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348022288,0,1,0,0,,29056,1358,32,,,,,,5432
8828,2017-12-22 15:21:51.493891118,1513927311.493891,192.168.82.72,222.29.98.225,TCP,59027,40002,348019572,3156777493,0,1,0,0,,3145728,0,32,,0.000073866,,,,
8829,2017-12-22 15:21:51.493904451,1513927311.4939044,192.168.82.72,222.29.98.225,TCP,59027,40002,348020930,3156777493,0,1,0,0,,3145728,0,32,,0.000086196,,,,
8830,2017-12-22 15:21:51.493912356,1513927311.4939125,192.168.82.72,222.29.98.225,TCP,59027,40002,348022288,3156777493,0,1,0,0,,3145728,0,32,,0.000093653,,,,
8831,2017-12-22 15:21:51.498788502,1513927311.4987886,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348023646,0,1,0,0,,29056,1358,32,,,,,,2716
8832,2017-12-22 15:21:51.498789563,1513927311.4987895,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348025004,0,1,0,0,,29056,1358,32,,,,,,4074
8833,2017-12-22 15:21:51.498790023,1513927311.49879,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348026362,0,1,0,0,,29056,1358,32,,,,,,5432
8834,2017-12-22 15:21:51.498863886,1513927311.498864,192.168.82.72,222.29.98.225,TCP,59027,40002,348025004,3156777493,0,1,0,0,,3145728,0,32,,0.000075384,,,,
8835,2017-12-22 15:21:51.498879841,1513927311.49888,192.168.82.72,222.29.98.225,TCP,59027,40002,348027720,3156777493,0,1,0,0,,3145728,0,32,,0.000089818,,,,
8836,2017-12-22 15:21:51.503368579,1513927311.5033686,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348027720,0,1,0,0,,29056,1358,32,,,,,,1358
8837,2017-12-22 15:21:51.511748682,1513927311.5117488,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348029078,0,1,0,0,,29056,1358,32,,,,,,2716
8838,2017-12-22 15:21:51.511749585,1513927311.5117495,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348030436,0,1,0,0,,29056,1358,32,,,,,,4074
8839,2017-12-22 15:21:51.511750023,1513927311.51175,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348031794,0,1,0,0,,29056,1358,32,,,,,,5432
8840,2017-12-22 15:21:51.511825133,1513927311.511825,192.168.82.72,222.29.98.225,TCP,59027,40002,348030436,3156777493,0,1,0,0,,3145728,0,32,,0.000076451,,,,
8841,2017-12-22 15:21:51.511840027,1513927311.51184,192.168.82.72,222.29.98.225,TCP,59027,40002,348033152,3156777493,0,1,0,0,,3145728,0,32,,0.000090004,,,,
8842,2017-12-22 15:21:51.513935231,1513927311.5139353,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348033152,0,1,0,0,,29056,1358,32,,,,,,1358
8843,2017-12-22 15:21:51.513936399,1513927311.5139363,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348034510,0,1,0,0,,29056,1358,32,,,,,,2716
8844,2017-12-22 15:21:51.513936877,1513927311.5139368,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348035868,0,1,0,0,,29056,1358,32,,,,,,4074
8845,2017-12-22 15:21:51.513937338,1513927311.5139372,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348037226,0,1,0,0,,29056,1358,32,,,,,,5432
8846,2017-12-22 15:21:51.514020219,1513927311.5140202,192.168.82.72,222.29.98.225,TCP,59027,40002,348035868,3156777493,0,1,0,0,,3145728,0,32,,0.000083820,,,,
8847,2017-12-22 15:21:51.514033573,1513927311.5140336,192.168.82.72,222.29.98.225,TCP,59027,40002,348038584,3156777493,0,1,0,0,,3145728,0,32,,0.000096235,,,,
8848,2017-12-22 15:21:51.516726411,1513927311.5167265,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348038584,0,1,0,0,,29056,1358,32,,,,,,1358
8849,2017-12-22 15:21:51.516727544,1513927311.5167274,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348039942,0,1,0,0,,29056,1358,32,,,,,,2716
8850,2017-12-22 15:21:51.516728015,1513927311.516728,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348041300,0,1,0,0,,29056,1358,32,,,,,,4074
8851,2017-12-22 15:21:51.516808600,1513927311.5168085,192.168.82.72,222.29.98.225,TCP,59027,40002,348041300,3156777493,0,1,0,0,,3145728,0,32,,0.000081056,,,,
8852,2017-12-22 15:21:51.518829649,1513927311.5188296,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348042658,0,1,0,0,,29056,1358,32,,,,,,2716
8853,2017-12-22 15:21:51.518850140,1513927311.51885,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348046732,0,1,0,0,,29056,1358,32,1,,,,,
8854,2017-12-22 15:21:51.518830560,1513927311.5188305,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348044016,0,1,0,0,,29056,1358,32,,,1,,,
8855,2017-12-22 15:21:51.518831002,1513927311.518831,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348045374,0,1,0,0,,29056,1358,32,,,1,,,
8856,2017-12-22 15:21:51.518885208,1513927311.5188851,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348048090,0,1,0,0,,29056,1358,32,,,,,,
8857,2017-12-22 15:21:51.518909685,1513927311.5189097,192.168.82.72,222.29.98.225,TCP,59027,40002,348044016,3156777493,0,1,0,0,,3145728,0,32,,0.000080036,,,,
8858,2017-12-22 15:21:51.518926393,1513927311.5189264,192.168.82.72,222.29.98.225,TCP,59027,40002,348044016,3156777493,0,1,0,0,,3145728,0,44,,,,,,
8859,2017-12-22 15:21:51.518938482,1513927311.5189385,192.168.82.72,222.29.98.225,TCP,59027,40002,348045374,3156777493,0,1,0,0,,3144704,0,44,,0.000107922,,,,
8860,2017-12-22 15:21:51.518947963,1513927311.518948,192.168.82.72,222.29.98.225,TCP,59027,40002,348048090,3156777493,0,1,0,0,,3144704,0,32,,0.000097823,,,,
8861,2017-12-22 15:21:51.518958210,1513927311.518958,192.168.82.72,222.29.98.225,TCP,59027,40002,348049448,3156777493,0,1,0,0,,3145728,0,32,,0.000073002,,,,
8862,2017-12-22 15:21:51.520897708,1513927311.5208976,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348049448,0,1,0,0,,29056,1358,32,,,,,,1358
8863,2017-12-22 15:21:51.520919030,1513927311.520919,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348053522,0,1,0,0,,29056,1358,32,1,,,,,
8864,2017-12-22 15:21:51.520898781,1513927311.5208988,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348050806,0,1,0,0,,29056,1358,32,,,1,,,
8865,2017-12-22 15:21:51.520899232,1513927311.5208993,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348052164,0,1,0,0,,29056,1358,32,,,1,,,
8866,2017-12-22 15:21:51.520978544,1513927311.5209785,192.168.82.72,222.29.98.225,TCP,59027,40002,348050806,3156777493,0,1,0,0,,3145728,0,32,,0.000080836,,,,
8867,2017-12-22 15:21:51.520996076,1513927311.520996,192.168.82.72,222.29.98.225,TCP,59027,40002,348050806,3156777493,0,1,0,0,,3145728,0,44,,,,,,
8868,2017-12-22 15:21:51.521008740,1513927311.5210087,192.168.82.72,222.29.98.225,TCP,59027,40002,348052164,3156777493,0,1,0,0,,3144704,0,44,,0.000109959,,,,
8869,2017-12-22 15:21:51.521018951,1513927311.521019,192.168.82.72,222.29.98.225,TCP,59027,40002,348054880,3156777493,0,1,0,0,,3144704,0,32,,0.000099921,,,,
8870,2017-12-22 15:21:51.522858731,1513927311.5228586,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348054880,0,1,0,0,,29056,1358,32,,,,,,1358
8871,2017-12-22 15:21:51.522878927,1513927311.522879,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348058954,0,1,0,0,,29056,1358,32,1,,,,,
8872,2017-12-22 15:21:51.522859797,1513927311.5228598,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348056238,0,1,0,0,,29056,1358,32,,,1,,,
8873,2017-12-22 15:21:51.522860280,1513927311.5228603,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,348057596,0,1,0,0,,29056,1358,32,,,1,,,
8874,2017-12-22 15:21:51.522940993,1513927311.5229409,192.168.82.72,222.29.98.225,TCP,59027,40002,348056238,3156777493,0,1,0,0,,3145728,0,32,,0.000082262,,,,
8875,2017-12-22 15:21:51.522957463,1513927311.5229576,192.168.82.72,222.29.98.225,TCP,59027,40002,348056238,3156777493,0,1,0,0,,3145728,0,44,,,,,,
